Lubocza Przychodnia,50.094816,20.083565
Lubocza Szkoła,50.094788,20.094509
Lubocza Trafo,50.094375,20.099959
Luborzyca,50.146601,20.109272
Luborzyca I,50.142861,20.108499
Lubostroń,50.015433,19.902698
Lusina Dolna,49.972919,19.934434
Lusina Dwór,49.972919,19.928684
Lusina Górka,49.953815,19.933147
Lusina Granica,49.97993,19.91841
Lusina I,49.975182,19.922847
Lusina Łany,49.962540,19.921560
Lusina Pętla,49.960662,19.917955
Lusina Spacerowa,49.970324,19.930701
Lusina Szkoła,49.968392,19.930658
Łagiewniki,50.029302,19.936451
Łanowa,50.038895,19.991898
Łęczycka,50.092420,20.006232
Łobzów PKP,50.081626,19.916045
Łokietka,50.085784,19.922933
Łososkowice,50.186846,20.161113
Łososkowice Szkoła,50.191627,20.155534
Łowińskiego,50.093208,20.028004
Łuczanowice,50.107175,20.110430
Łuczanowice Skrzyżowanie,50.111689,20.120515
Łuczyce,50.160679,20.083007
Łuczyce Las,50.159195,20.093822
Łuczyce PKP,50.163429,20.073823
Łuczyce Zjawienie,50.164088,20.079059
Łuczyńskiego,50.01306,19.91337
Łukasiewicza,50.075347,19.965162
Łutnia,50.040549,20.073738
Łużycka,50.007294,19.973380
M1 Al. Pokoju,50.065569,19.997348
M1 Nowohucka,50.063310,20.003871
Mackiewicza,50.090453,19.943152
Majora,50.087960,19.964518
Makowa,50.027124,19.966492
Makowskiego,50.087547,19.916903
Makuszyńskiego,50.089171,20.040049
Malborska,50.026021,19.974732
Malborska Szkoła,50.021830,19.963874
Malczewskiego,50.049023,19.903085
Malinowskiego,49.98419,19.98304
Mała Góra,50.014192,20.028376
Mała Wieś,49.998766,20.102429
Mały Płaszów,50.039556,19.999923
Marchołta,50.091402,19.987993
Marii Dąbrowskiej,50.078156,20.014815
Marszowice,50.180773,20.093313
Marszowice Góry,50.171785,20.095152
Marszowice I,50.188027,20.092626
Marszowiec,50.123601,19.939854
Masłomiąca,50.166466,20.022939
Masłomiąca I,50.158906,20.011017
Maszyce II,50.178148,19.863361
Maszyce Remiza,50.179151,19.860765
Maszyce Skrzyżowanie,50.180628,19.855776
Mazowiecka,50.078211,19.918019
Medweckiego,50.076284,20.007455
Meissnera,50.075154,19.979710
Meksyk,50.070121,20.096268
Miasteczko Studenckie AGH,50.070031,19.904050
Michałki,50.149722,19.957966
Michałowice,50.152445,19.983851
Michałowice Banasiówka,50.146450,19.968308
Michałowice I,50.158672,19.980225
Michałowice II,50.167985,19.977865
Michałowice III,50.168652,19.950485
Michałowice Komora,50.141870,19.970226
Michałowice Koźlica,50.160288,19.988450
Michałowice Kwiaty Polne,50.14746,19.96158
Michałowice Las Michałowski,50.15476,19.94870
Michałowice Lecznica,50.164996,19.967077
Michałowice Ogrodowa,50.148856,19.985160
Michałowice Ośrodek Zdrowia,50.16213,19.97933
Michałowice Ujęcie Wody,50.157573,19.959475
Michałówka,50.170191,19.940614
Miechowity,50.083774,19.969925
Miodowa,50.053474,19.948854
Mistrzejowice,50.095586,19.994537
Miśnieńska,50.094540,20.000041
Młodziejowice Młyn,50.140165,19.994344
Młodziejowice Park,50.143906,19.993228
Młodzieży,50.022768,20.002863
Młyn,50.079644,20.056915
Młynka,50.118927,19.692649
Młynka I,50.113588,19.696340
Młynka Pętla,50.111717,19.689989
Mników Sklep,50.059618,19.715652
Mochnaniec,50.01671,19.88220
Modlnica,50.130758,19.863882
Modlnica II,50.137415,19.864912
Modlnica I Kolonia,50.128942,19.870319
Modlnica Skrzyżowanie,50.122944,19.868431
Modlniczka,50.119890,19.854311
Modlniczka I,50.114524,19.857616
Modlniczka Mała,50.108221,19.835557
Modlniczka Poligon,50.115332,19.868060
Modlniczka Trzcie,50.110836,19.840922
Mogilany Cicha,49.937918,19.893251
Mogilany Cmentarz,49.944730,19.884653
Mogilany Ośrodek Zdrowia,49.940615,19.893321
Mogilany Rynek,49.942189,19.886112
Mogilany Wiadukt,49.937355,19.895124
Mogilany Włosań,49.934428,19.905595
Morawica,50.075099,19.753074
Morawica Cmentarz,50.080139,19.754233
Morawica Krzyżówka,50.080552,19.750242
Morawica Mostek,50.083196,19.739856
Most Grunwaldzki,50.048188,19.932421
Most Kotlarski,50.050809,19.960752
Motyla,50.037241,19.997134
Mrozowa,50.084105,20.072236
Murownia,50.179117,19.813016
Muzeum Armii Krajowej,50.07046,19.94903
Mydlniki,50.084986,19.844441
Mydlniki Granica Miasta,50.08992,19.83764
Mydlniki PKP,50.082287,19.853539
Mydlniki Stawy,50.087767,19.840579
Myślenicka,50.005035,19.943017
Nadbrzezie,50.06997,20.10168
Nad Dłubnią,50.08935,20.04023
Narama,50.180690,19.933190
Narvik,50.000926,19.916839
Narzymskiego,50.073213,19.965806
Natansona,50.098183,19.952675
Nawojowa Góra I,50.125310,19.671535
Nawojowa Góra II,50.129052,19.654712
Na Budzyniu,50.11178,19.89332
Na Krępaku,50.045151,19.859118
Na Załęczu,50.059480,20.024042
Na Załęczu Szkoła,50.058736,20.021467
Niebieska Autostrada,49.99915,19.98868
Niedźwiedź Felix,50.222883,20.082198
Niedźwiedź PKP,50.212860,20.085588
Nielepice,50.107368,19.702091
Nielepice Stadnina,50.1025,19.71634
Niepołomice Batorego,50.040383,20.221023
Niepołomice Batorego II,50.041706,20.227890
Niepołomice Boryczów,50.023953,20.199308
Niepołomice Diesla,50.033851,20.188579
Niepołomice Dworzec,50.035946,20.218663
Niepołomice Jazy,50.043470,20.236902
Niepołomice Jazy II,50.045675,20.244669
Niepołomice Kątek,50.038923,20.175404
Niepołomice Kolejowa,50.044848,20.212140
Niepołomice Kościuszki,50.029302,20.206775
Niepołomice Moczydło,50.038785,20.215959
Niepołomice Pasternik,50.040935,20.167336
Niepołomice Płaszowska I,50.030846,20.198450
Niepołomice Podgrabie,50.038592,20.149526
Niepołomice Poręby,50.037186,20.180468
Niepołomice Rynek,50.033079,20.215916
Niepołomice Wielicka,50.019514,20.192699
Niepołomice Wodna,50.031811,20.193214
Norymberska,50.029654,19.913040
Nowa Wieś,50.028751,19.703722
Nowa Wieś Jesionka,50.026545,19.680461
Nowa Wieś Kapliczka,50.032831,19.709987
Nowa Wieś Kościół,50.026876,19.697799
Nowa Wieś Szlachecka,50.027041,19.689216
Nowohucka,50.067001,20.004472
Nowolipki,50.093081,20.033569
Nowosądecka,50.013475,19.965205
Nowy Bieżanów,50.015477,20.022819
Nowy Bieżanów Południe,50.01266,20.01575
Nowy Kleparz,50.073605,19.937098
Nowy Prokocim,50.016084,20.012583
Ochmanów Oknoplast,50.003601,20.128412
Ochmanów Otaczarnia,50.002774,20.125751
Ochodza,49.964141,19.741573
Ochodza Dom Ludowy,49.968716,19.743619
Ochodza Odwiśle,49.964841,19.743311
Ochodza Staw,49.970441,19.746923
Ochojno Kamieniec,49.957722,19.969153
Ochojno Remiza,49.954271,19.974002
Ochojno Skrzyżowanie,49.952766,19.974174
Oczyszczalnia Ścieków "Kujawy",50.05266,20.10183
Odmętowa,50.054493,20.034942
Ofiar Dąbia,50.059480,19.975676
Ojcowska,50.100872,19.884181
Ojcowska Dworek,50.094816,19.882378
Ojcowska Wągroda,50.097706,19.883408
Okulickiego,50.087492,19.994361
Oleandry,50.059783,19.920444
Olszanica,50.067993,19.822425
Olszanica Bory,50.062153,19.804487
Olszanica Kapliczka,50.068048,19.828176
Olszanica Ogródki Działkowe,50.0644,19.81851
Olsza II,50.085151,19.971084
Olszecka,50.088786,19.971041
Opatkowice,49.987324,19.914608
Opatkowice Wiadukt,49.99495,19.9184
Opatkowice Zadworze,49.98485,19.91951
Opolska,50.089412,19.913213
Opolska Estakada,50.086060,19.954690
Opolska Kładka,50.091402,19.926366
Orkana,50.073006,20.051207
Orzeszkowej,50.050511,19.938147
Os.Dywizjonu 303,50.084614,20.000202
Os.Górali,50.081158,20.041058
Os.Jagiellońskie,50.087478,20.027797
Os.Kalinowe,50.091746,20.010837
Os.Kliny,50.000208,19.912633
Os.Kolorowe,50.072262,20.029106
Os.Kościuszkowskie,50.083058,20.017132
Os.Kurdwanów,50.004584,19.959803
Os.Łokietka,50.101175,19.909887
Os.Marszowiec,50.118922,19.941342
Os.Na Lotnisku,50.085867,20.013699
Os.Na Skarpie,50.069749,20.045810
Os.Na Stoku,50.097830,20.049877
Os.Na Stoku Szkoła,50.093420,20.056241
Os.Oświecenia,50.089038,19.988479
Os.Piastów,50.102276,20.012100
Os.Podwawelskie,50.045124,19.934434
Os.Robotnicze,50.045450,19.908233
Os.Strusia,50.086769,20.009193
Ostafina,50.10508,20.17134
Os.Wandy,50.069336,20.048691
